prodcode,productname,review,dmdcode,therapyevents,bnftext
40494,Agomelatine 25mg tablets,Yes,15499111000001100,29354,Other Antidepressants
7677,Allegron 10mg tablets (King Pharmaceuticals Ltd),Yes,893811000001100,2274,Tricyclic And Related Antidepressants
8640,Allegron 25mg tablets (King Pharmaceuticals Ltd),Yes,629711000001106,4413,Tricyclic And Related Antidepressants
52516,Alventa XL 150mg capsules (Krka UK Ltd),SSRI,16492311000001108,142,Other Antidepressants
52074,Alventa XL 75mg capsules (Krka UK Ltd),SSRI,16492111000001108,362,Other Antidepressants
873,AMITRIPTYLINE 100 MG TAB,Yes,5635001000027106,13044,Unknown
3490,Amitriptyline 10mg / Perphenazine 2mg tablets,Yes,39731711000001104,6904,Unknown
34916,Amitriptyline 10mg Tablet (Berk Pharmaceuticals Ltd),Yes,4165001000027106,32,Tricyclic And Related Antidepressants/Neuropathic Pain
83,Amitriptyline 10mg tablets,Yes,321745007,11963505,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
33090,Amitriptyline 10mg tablets (A A H Pharmaceuticals Ltd),Yes,310911000001104,8434,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
52867,Amitriptyline 10mg tablets (Accord-UK Ltd),Yes,18457211000001100,50,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
24141,Amitriptyline 10mg tablets (Actavis UK Ltd),Yes,268711000001108,456,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
55491,Amitriptyline 10mg tablets (Almus Pharmaceuticals Ltd),Yes,9784511000001104,1124,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34731,Amitriptyline 10mg tablets (Kent Pharma (UK) Ltd),Yes,47511000001100,17,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
24152,Amitriptyline 10mg tablets (Teva UK Ltd),Yes,865611000001103,33140,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34401,Amitriptyline 10mg tablets (Wockhardt UK Ltd),Yes,13059111000001108,60,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
46801,Amitriptyline 10mg/5ml oral solution,Yes,13892411000001104,415,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
22070,Amitriptyline 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),Yes,61395001000027104,296,Tricyclic And Related Antidepressants/Neuropathic Pain
64000,Amitriptyline 10mg/5ml oral solution sugar free,Yes,29686711000001104,2974,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
46818,Amitriptyline 10mg/5ml oral suspension,Yes,8277811000001102,86,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
3777,Amitriptyline 10mg/5ml sugar free oral solution,Yes,196745001000027100,24308,Tricyclic And Related Antidepressants/Neuropathic Pain
19779,Amitriptyline 10mg/ml injection,Yes,95265001000027100,19,Tricyclic And Related Antidepressants
21081,Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules,Yes,156115001000027100,50,Tricyclic And Related Antidepressants
13496,AMITRIPTYLINE 200 MG TAB,Yes,5565001000027108,621,Unknown
18342,Amitriptyline 25mg / Chlordiazepoxide 10mg capsules,Yes,156125001000027100,35,Tricyclic And Related Antidepressants
595,Amitriptyline 25mg / Perphenazine 2mg tablets,Yes,39731811000001104,12779,Tricyclic And Related Antidepressants
487,Amitriptyline 25mg modified-release capsules,Yes,35901211000001108,81896,Unknown
34197,Amitriptyline 25mg Tablet (Berk Pharmaceuticals Ltd),Yes,4185001000027109,111,Tricyclic And Related Antidepressants/Neuropathic Pain
41729,Amitriptyline 25mg Tablet (Celltech Pharma Europe Ltd),Yes,4245001000027103,115,Tricyclic And Related Antidepressants/Neuropathic Pain
49,Amitriptyline 25mg tablets,Yes,321746008,8262872,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34782,Amitriptyline 25mg tablets (A A H Pharmaceuticals Ltd),Yes,190511000001102,4461,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
24145,Amitriptyline 25mg tablets (Actavis UK Ltd),Yes,78811000001102,2478,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
42078,Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd),Yes,9784711000001100,605,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34503,Amitriptyline 25mg tablets (IVAX Pharmaceuticals UK Ltd),Yes,788611000001109,109,Tricyclic And Related Antidepressants
24134,Amitriptyline 25mg tablets (Kent Pharma (UK) Ltd),Yes,440811000001107,1991,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
77167,Amitriptyline 25mg tablets (Ranbaxy (UK) Ltd),Yes,666511000001101,70,Tricyclic And Related Antidepressants
24147,Amitriptyline 25mg tablets (Teva UK Ltd),Yes,40611000001100,40044,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34129,Amitriptyline 25mg tablets (Wockhardt UK Ltd),Yes,11176611000001108,16,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
6312,Amitriptyline 25mg/5ml oral solution sugar free,Yes,35901411000001108,52096,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34224,Amitriptyline 25mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Yes,75911000001101,400,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
23497,AMITRIPTYLINE 300 MG TAB,Yes,5605001000027102,24,Unknown
4682,Amitriptyline 50mg modified-release capsules,Yes,35901511000001104,45495,Unknown
40396,Amitriptyline 50mg Tablet (Berk Pharmaceuticals Ltd),Yes,4175001000027104,15,Tricyclic And Related Antidepressants/Neuropathic Pain
1888,Amitriptyline 50mg tablets,Yes,321747004,4433892,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34274,Amitriptyline 50mg tablets (A A H Pharmaceuticals Ltd),Yes,771511000001106,2870,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34634,Amitriptyline 50mg tablets (Accord-UK Ltd),Yes,743811000001109,1895,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
46970,Amitriptyline 50mg tablets (IVAX Pharmaceuticals UK Ltd),Yes,778911000001108,18,Tricyclic And Related Antidepressants
34182,Amitriptyline 50mg tablets (Kent Pharma (UK) Ltd),Yes,55411000001107,668,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
33624,Amitriptyline 50mg tablets (Teva UK Ltd),Yes,540811000001101,12774,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34107,Amitriptyline 50mg tablets (Wockhardt UK Ltd),Yes,11176811000001108,83,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
4690,Amitriptyline 50mg/5ml oral solution sugar free,Yes,35901611000001104,21257,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
34251,Amitriptyline 50mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Yes,563711000001107,207,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
64141,Amitriptyline 5mg/5ml oral solution,Yes,8277911000001107,25,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
76952,Amitriptyline 5mg/5ml oral suspension,Yes,8278011000001109,14,Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine
3771,AMITRIPTYLINE 75 MG TAB,Yes,171545001000027100,2584,Unknown
2525,Amitriptyline 75mg modified-release capsules,Yes,95245001000027100,31349,Tricyclic And Related Antidepressants/Neuropathic Pain
8250,AMITRIPTYLINE S/F 25 MG/5ML SYR,Yes,95995001000027100,2321,Unknown
20712,AMITRIPTYLINE S/R,Yes,NA,321,Unknown
3652,Amoxapine 100mg tablets,Yes,321894004,1756,Tricyclic And Related Antidepressants
4411,Amoxapine 150mg tablets,Yes,172735001000027100,434,Tricyclic And Related Antidepressants
7475,AMOXAPINE 25 MG TAB,Yes,6675001000027106,1939,Unknown
17319,Amoxapine 25mg tablets,Yes,172705001000027100,482,Tricyclic And Related Antidepressants
3351,Amoxapine 50mg tablets,Yes,321893005,8418,Unknown
7515,Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd),Yes,701211000001104,80026,Tricyclic And Related Antidepressants
3657,Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd),Yes,647111000001102,114086,Tricyclic And Related Antidepressants
8719,Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd),Yes,4534911000001107,1923,Tricyclic And Related Antidepressants
7693,Anafranil 50mg capsules (Novartis Pharmaceuticals UK Ltd),Yes,5511000001101,36804,Tricyclic And Related Antidepressants
7894,Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd),Yes,119411000001107,27053,Tricyclic And Related Antidepressants
17183,Aventyl 10mg Capsule (Eli Lilly and Company Ltd),Yes,58655001000027104,962,Tricyclic And Related Antidepressants/Neuropathic Pain
12549,Aventyl 10mg/5ml Liquid (Eli Lilly and Company Ltd),Yes,58675001000027110,15,Tricyclic And Related Antidepressants/Neuropathic Pain
12353,Aventyl 25mg Capsule (Eli Lilly and Company Ltd),Yes,58665001000027104,1845,Tricyclic And Related Antidepressants/Neuropathic Pain
7468,Bolvidon 10mg Tablet (Organon Laboratories Ltd),Yes,3635001000027104,7482,Tricyclic And Related Antidepressants
8144,Bolvidon 20mg Tablet (Organon Laboratories Ltd),Yes,3645001000027103,2709,Tricyclic And Related Antidepressants
8585,Bolvidon 30mg Tablet (Organon Laboratories Ltd),Yes,3655001000027100,7615,Tricyclic And Related Antidepressants
26715,BOLVIDON 60 MG TAB,Yes,93825001000027100,23,Unknown
67874,Brintellix 10mg tablets (Lundbeck Ltd),SSRI,30248111000001104,247,Other Antidepressants
69991,Brintellix 20mg tablets (Lundbeck Ltd),SSRI,30247811000001104,161,Other Antidepressants
69992,Brintellix 5mg tablets (Lundbeck Ltd),SSRI,30247511000001100,142,Other Antidepressants
12227,Butriptyline 25mg tablets,Yes,156445001000027100,150,Tricyclic And Related Antidepressants
74785,Cipralex 10mg tablets (DE Pharmaceuticals),SSRI,13849211000001102,14,Selective Serotonin Re-Uptake Inhibitors (SSRI)
648,Cipralex 10mg tablets (Lundbeck Ltd),SSRI,3388511000001100,164415,Selective Serotonin Re-Uptake Inhibitors (SSRI)
74858,Cipralex 10mg tablets (Waymade Healthcare Plc),SSRI,10505911000001102,29,Selective Serotonin Re-Uptake Inhibitors (SSRI)
26056,Cipralex 10mg/ml oral drops (Lundbeck Ltd),SSRI,10364011000001102,403,Selective Serotonin Re-Uptake Inhibitors (SSRI)
6360,Cipralex 20mg tablets (Lundbeck Ltd),SSRI,4942511000001102,56258,Selective Serotonin Re-Uptake Inhibitors (SSRI)
41062,Cipralex 20mg/ml oral drops (Lundbeck Ltd),SSRI,15453311000001104,159,Selective Serotonin Re-Uptake Inhibitors (SSRI)
785,Cipralex 5mg tablets (Lundbeck Ltd),SSRI,7331811000001105,32783,Selective Serotonin Re-Uptake Inhibitors (SSRI)
3861,Cipramil 10mg tablets (Lundbeck Ltd),SSRI,62511000001109,118545,Selective Serotonin Re-Uptake Inhibitors (SSRI)
1712,Cipramil 20mg tablets (Lundbeck Ltd),SSRI,847211000001102,344938,Selective Serotonin Re-Uptake Inhibitors (SSRI)
2408,Cipramil 40mg tablets (Lundbeck Ltd),SSRI,695611000001105,50235,Selective Serotonin Re-Uptake Inhibitors (SSRI)
815,Cipramil 40mg/ml drops (Lundbeck Ltd),SSRI,1211000001102,6211,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34498,Citalopram 10mg Tablet (Neo Laboratories Ltd),SSRI,130695001000027100,37,Selective Serotonin Re-Uptake Inhibitors (SSRI)
476,Citalopram 10mg tablets,SSRI,321989000,7484456,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34586,Citalopram 10mg tablets (A A H Pharmaceuticals Ltd),SSRI,4011011000001101,28,Selective Serotonin Re-Uptake Inhibitors (SSRI)
42660,Citalopram 10mg tablets (Almus Pharmaceuticals Ltd),SSRI,9785611000001104,155,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34436,Citalopram 10mg tablets (Viatris UK Healthcare Ltd),SSRI,4817511000001102,23,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34499,Citalopram 10mg tablets (Sandoz Ltd),SSRI,4011711000001104,597,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34413,Citalopram 10mg tablets (Zentiva Pharma UK Ltd),SSRI,4468311000001101,37,Selective Serotonin Re-Uptake Inhibitors (SSRI)
54827,Citalopram 10mg/5ml oral suspension,SSRI,12021011000001104,29,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34722,Citalopram 20mg Tablet (Neo Laboratories Ltd),SSRI,130735001000027100,62,Selective Serotonin Re-Uptake Inhibitors (SSRI)
67,Citalopram 20mg tablets,SSRI,321987003,15937575,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34356,Citalopram 20mg tablets (A A H Pharmaceuticals Ltd),SSRI,4011911000001102,611,Selective Serotonin Re-Uptake Inhibitors (SSRI)
67097,Citalopram 20mg tablets (Accord-UK Ltd),SSRI,18460911000001104,16,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34871,Citalopram 20mg tablets (Actavis UK Ltd),SSRI,7394911000001108,36,Selective Serotonin Re-Uptake Inhibitors (SSRI)
48026,Citalopram 20mg tablets (Almus Pharmaceuticals Ltd),SSRI,9785811000001108,290,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34415,Citalopram 20mg tablets (Viatris UK Healthcare Ltd),SSRI,4817711000001107,107,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34970,Citalopram 20mg tablets (Niche Generics Ltd),SSRI,10443511000001108,18,Selective Serotonin Re-Uptake Inhibitors (SSRI)
26016,Citalopram 20mg tablets (Sandoz Ltd),SSRI,4012311000001107,687,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34966,Citalopram 20mg tablets (Teva UK Ltd),SSRI,7396511000001107,59,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34822,Citalopram 20mg tablets (Zentiva Pharma UK Ltd),SSRI,4468611000001106,21,Selective Serotonin Re-Uptake Inhibitors (SSRI)
74753,Citalopram 30mg tablets,SSRI,244645001000027100,30,Selective Serotonin Re-Uptake Inhibitors (SSRI)
43519,Citalopram 40mg Tablet (Neo Laboratories Ltd),SSRI,130795001000027100,25,Selective Serotonin Re-Uptake Inhibitors (SSRI)
4770,Citalopram 40mg tablets,SSRI,321991008,4041356,Selective Serotonin Re-Uptake Inhibitors (SSRI)
36746,Citalopram 40mg tablets (A A H Pharmaceuticals Ltd),SSRI,4012511000001101,21,Selective Serotonin Re-Uptake Inhibitors (SSRI)
60839,Citalopram 40mg tablets (Almus Pharmaceuticals Ltd),SSRI,9786311000001104,52,Selective Serotonin Re-Uptake Inhibitors (SSRI)
70790,Citalopram 40mg tablets (Milpharm Ltd),SSRI,19189311000001108,23,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34603,Citalopram 40mg tablets (Viatris UK Healthcare Ltd),SSRI,4817911000001109,29,Selective Serotonin Re-Uptake Inhibitors (SSRI)
34466,Citalopram 40mg tablets (Sandoz Ltd),SSRI,4012911000001108,267,Selective Serotonin Re-Uptake Inhibitors (SSRI)
45304,Citalopram 40mg tablets (Teva UK Ltd),SSRI,7396711000001102,14,Selective Serotonin Re-Uptake Inhibitors (SSRI)
46926,Citalopram 40mg tablets (Zentiva Pharma UK Ltd),SSRI,4469011000001109,16,Selective Serotonin Re-Uptake Inhibitors (SSRI)
513,Citalopram 40mg/ml oral drops sugar free,SSRI,321994000,134031,Selective Serotonin Re-Uptake Inhibitors (SSRI)
3194,Clomipramine 10mg capsules,Yes,321785001,303407,Tricyclic And Related Antidepressants
34866,Clomipramine 10mg capsules (A A H Pharmaceuticals Ltd),Yes,730311000001107,69,Tricyclic And Related Antidepressants
41628,Clomipramine 10mg capsules (IVAX Pharmaceuticals UK Ltd),Yes,312211000001109,51,Tricyclic And Related Antidepressants
62620,Clomipramine 10mg capsules (Viatris UK Healthcare Ltd),Yes,286811000001103,14,Tricyclic And Related Antidepressants
43561,Clomipramine 10mg capsules (Teva UK Ltd),Yes,16411000001107,259,Tricyclic And Related Antidepressants
3195,CLOMIPRAMINE 25 MG TAB,Yes,88365001000027100,35064,Unknown
3670,Clomipramine 25mg capsules,Yes,321786000,416625,Tricyclic And Related Antidepressants
34245,Clomipramine 25mg capsules (A A H Pharmaceuticals Ltd),Yes,235711000001109,15,Tricyclic And Related Antidepressants
41563,Clomipramine 25mg capsules (IVAX Pharmaceuticals UK Ltd),Yes,299811000001105,49,Tricyclic And Related Antidepressants
45350,Clomipramine 25mg capsules (Teva UK Ltd),Yes,149111000001109,317,Tricyclic And Related Antidepressants
8720,Clomipramine 25mg/5ml oral solution,Yes,4557811000001105,3293,Tricyclic And Related Antidepressants
3925,Clomipramine 50mg capsules,Yes,321787009,457103,Tricyclic And Related Antidepressants
45318,Clomipramine 50mg capsules (A A H Pharmaceuticals Ltd),Yes,636911000001101,152,Tricyclic And Related Antidepressants
41597,Clomipramine 50mg capsules (IVAX Pharmaceuticals UK Ltd),Yes,404711000001100,65,Tricyclic And Related Antidepressants
53187,Clomipramine 50mg capsules (Kent Pharma (UK) Ltd),Yes,920211000001105,25,Tricyclic And Related Antidepressants
65804,Clomipramine 50mg capsules (Teva UK Ltd),Yes,627711000001103,18,Tricyclic And Related Antidepressants
53161,Clomipramine 50mg/5ml oral solution,Yes,8377511000001109,66,Tricyclic And Related Antidepressants
38274,Clomipramine 50mg/5ml oral suspension,Yes,8377611000001108,359,Tricyclic And Related Antidepressants
8661,Clomipramine 75mg modified-release tablets,Yes,36089111000001110,78575,Tricyclic And Related Antidepressants
7755,Concordin 10 Tablet (Merck Sharp & Dohme Ltd),Yes,77925001000027100,1753,Tricyclic And Related Antidepressants/Neuropathic Pain
7816,Concordin 5 Tablet (Merck Sharp & Dohme Ltd),Yes,77865001000027100,1381,Tricyclic And Related Antidepressants/Neuropathic Pain
13151,Cymbalta 30mg gastro-resistant capsules (Eli Lilly and Company Ltd),SSRI,9038411000001108,24289,Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy
14849,Cymbalta 60mg gastro-resistant capsules (Eli Lilly and Company Ltd),SSRI,9039311000001108,55223,Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy
73298,Depalta 30mg gastro-resistant capsules (Disposable Medical Equipment Ltd),SSRI,35034711000001104,147,Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy
73540,Depalta 60mg gastro-resistant capsules (Disposable Medical Equipment Ltd),SSRI,35035211000001104,628,Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy
45664,Depefex XL 150mg capsules (Chiesi Ltd),SSRI,17737011000001108,165,Other Antidepressants
45959,Depefex XL 75mg capsules (Chiesi Ltd),SSRI,17737211000001102,236,Other Antidepressants
7981,Desipramine 25mg tablets,Yes,108945001000027100,2701,Tricyclic And Related Antidepressants/Neuropathic Pain
26213,Domical 10mg Tablet (Berk Pharmaceuticals Ltd),Yes,58805001000027104,3022,Tricyclic And Related Antidepressants/Neuropathic Pain
20026,Domical 25mg Tablet (Berk Pharmaceuticals Ltd),Yes,58815001000027110,5535,Tricyclic And Related Antidepressants/Neuropathic Pain
27008,Domical 50mg Tablet (Berk Pharmaceuticals Ltd),Yes,58825001000027104,1202,Tricyclic And Related Antidepressants/Neuropathic Pain
70838,Dosulepin 25mg Capsule (Celltech Pharma Europe Ltd),Yes,39465001000027104,48,Tricyclic And Related Antidepressants
