prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
14228,14812,84712020,Coversyl Plus tablets (Servier Laboratories Ltd),Indapamide/Perindopril erbumine,1.25mg + 4mg,Tablet,Oral,00000000,Unknown,February 2009
11561,977,84483020,Co-zidocapt 12.5mg/25mg tablets,Hydrochlorothiazide/Captopril,12.5mg + 25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
11351,15745,84482020,Co-zidocapt 25mg/50mg tablets,Hydrochlorothiazide/Captopril,25mg + 50mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
56850,2,84385020,Ecopace 12.5mg tablets (AMCo),Captopril,12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,August 2013
32514,1,84386020,Ecopace 25mg tablets (AMCo),Captopril,25mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
36753,1,75031020,Ednyt 10mg Tablet (Dominion Pharma),Enalapril maleate,10mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
44657,9,75029020,Ednyt 2.5mg Tablet (Dominion Pharma),Enalapril maleate,2.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2011
22439,4,83449020,Ednyt 20mg Tablet (Dominion Pharma),Enalapril maleate,20mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
33057,1,75030020,Ednyt 5mg Tablet (Dominion Pharma),Enalapril maleate,5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
58751,4,19799020,Enalapril 1.25mg/5ml oral suspension,Enalapril maleate,250microgram/1ml,Oral suspension,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2014
