prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
38939,889311000001108,95813020,337223,Epilim 200 gastro-resistant tablets (Sanofi),Sodium valproate,200mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
34751,478411000001109,60016020,3,Amiodarone 200mg tablets (Zentiva Pharma UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009
19854,237065001000027100,87456020,229,Propain plus Tablet (Ceuta Healthcare Ltd),Caffeine/Codeine Phosphate/Doxylamine Succinate/Paracetamol,,Tablet,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
21753,322011000001106,64512020,3126,Maxtrex 10mg tablets (Pfizer Ltd),Methotrexate,10mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
7551,4994211000001103,87157020,7647,Niaspan 1g modified-release tablets (Abbott Laboratories Ltd),Nicotinic acid,1gram,Modified-release tablet,Oral,02120500,Nicotinic Acid Group,February 2009
23209,190265001000027100,74039020,12,Methyltestosterone 50mg Tablet,Methyltestosterone,50mg,Tablet,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
82294,30951511000001108,60275021,5,Sodium valproate 200mg modified-release tablets (DE Pharmaceuticals),Sodium valproate,200mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2021
35679,147925001000027100,67535020,457,Paracetamol 500mg Tablet (Nucare Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
41407,269611000001108,60093020,5,Co-proxamol 32.5mg/325mg tablets (Ranbaxy (UK) Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,March 2010
26294,218805001000027100,82100020,0,Benylin day and night Cold treatment (Pfizer Consumer Healthcare Ltd),Paracetamol/Phenylpropanolamine Hydrochloride/Diphenhydramine Hydrochloride,,Cold Treatment,Oral,03040102/03100000,Sedating Antihistamines/Systemic Nasal Decongestants,February 2009
164,123211000001102,57784020,145065,Minocin 50mg tablets (Wyeth Pharmaceuticals),Minocycline hydrochloride,50mg,Tablet,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,February 2009
67975,580011000001103,00832020,1,Amiodarone 200mg tablets (Alliance Healthcare (Distribution) Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,October 2016
74576,30971711000001104,60351021,0,Boots Blocked Nose & Headache Relief capsules (The Boots Company Plc),Paracetamol/Caffeine/Phenylephrine hydrochloride,300mg + 25mg + 5mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2019
121,39704711000001104,66948020,43174,Tetracycline 250mg capsules,Tetracycline hydrochloride,250mg,Capsule,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
34888,16935001000027108,50165020,196,Oxytetracycline 250mg Tablet (C P Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
38412,209745001000027100,79215020,94,"Vitamin a, c & d with 6 other vitamins (combination no1) capsules",Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Thiamine Nitrate/Vitamin A/Vitamin D/Ascorbic Acid/Riboflavin/Alpha Tocopheryl Acetate,,Capsules,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
50009,9096911000001104,21193020,2004,Paracetamol 120mg/5ml oral suspension 5ml sachets,Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
71614,20913611000001104,42259020,4,Co-codamol 15mg/500mg tablets (Zentiva Pharma UK Ltd),Codeine phosphate/Paracetamol,15mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2018
62796,22588711000001104,16416021,0,Amiodarone 100mg tablets (DE Pharmaceuticals),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,April 2015
30618,220415001000027100,82582020,165,Estroven Tablet (Estroven Ltd),Calcium/Folic Acid/Iodine/Nicotinic Acid/Riboflavin/Pyridoxine/Soya Oil/Alpha Tocopherol/Arrowroot/Selenium/Thiamine/Vitamin B12,,Tablet,Oral,09060750,-,February 2009
13327,917911000001109,76426020,5571,Deteclo 300mg tablets (Mercury Pharma Group Ltd),Chlortetracycline hydrochloride/Tetracycline hydrochloride/Demeclocycline hydrochloride,115.4mg + 115.4mg + 69.2mg,Tablet,Oral,00000000,Unknown,February 2009
22753,4027911000001101,86632020,179,Combivir 150mg/300mg tablets (ViiV Healthcare UK Ltd),Zidovudine/Lamivudine,300mg + 150mg,Tablet,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
30070,217815001000027100,81827020,2,Paraclear extra Tablet (Roche Consumer Health),Paracetamol/Caffeine,500mg + 65mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
27337,112485001000027100,62749020,4,Benylin four flu Liquid (Pfizer Consumer Healthcare Ltd),Paracetamol/Pseudoephedrine Hydrochloride/Diphenhydramine Hydrochloride,,Liquid,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
47026,17629711000001108,98859020,23,Lemsip Max All in One Cold & Flu capsules (Reckitt Benckiser Healthcare (UK) Ltd),Phenylephrine hydrochloride/Paracetamol/Guaifenesin,6.1mg + 500mg + 100mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,March 2012
43244,165865001000027100,70233020,99,Co-codamol 30mg+500mg Effervescent tablet (Hillcross Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2010
386,39704811000001110,59241020,251470,Tetracycline 250mg tablets,Tetracycline hydrochloride,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
51819,17886511000001108,04325020,0,Co-codamol 8mg/500mg capsules (Phoenix Healthcare Distribution Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2013
26988,217795001000027100,81824020,739,Paracets 500mg Tablet (Sussex Pharmaceutical Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
39523,624711000001105,96397020,673,Neotigason 10mg capsules (Teva UK Ltd),Acitretin,10mg,Capsule,Oral,13050201,Oral Retinoids For Psoriasis,April 2009
55290,186885001000027100,73431020,1,Paracetamol 300mg with phenylephrine 5mg & caffeine 25mg capsule,Caffeine/Paracetamol/Phenylephrine Hydrochloride,,,,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,May 2013
50232,4949511000001106,14743020,223,Calpol Six Plus 250mg/5ml oral suspension 5ml sachets sugar free (McNeil Products Ltd),Paracetamol,50mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
77587,29795511000001104,52234021,12,Co-codamol 30mg/500mg tablets (Sigma Pharmaceuticals Plc),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2019
56566,22394511000001104,15642021,1332,Paracetamol 500mg caplets (J M McGill Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,August 2013
28140,240805001000027100,89354020,7,Pirilene 500mg Tablet (IDIS World Medicines),Pyrazinamide,500mg,Tablet,Oral,05010900,Antituberculosis Drugs,February 2009
34300,2851411000001109,56947020,693,Doxycycline 100mg capsules (Accord-UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,February 2009
12533,43075001000027104,53418020,1,Virormone 25mg Tablet (Paines & Byrne Ltd),Methyltestosterone,25mg,Tablet,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
8724,113455001000027100,62874020,264,Doxycycline (as hyclate) 50mg/5ml oral solution,Doxycycline Hyclate,50mg/5ml,Syrup,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
34397,118265001000027100,63582020,41,Co-proxamol 32.5mg+325mg Tablet (M & A Pharmachem Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
23077,103885001000027100,61581020,45,Paracetamol 120mg/5ml Oral suspension sugar free (Pinewood Healthcare),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
32839,382911000001102,51549020,6910,Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
25761,155775001000027100,68666020,40,Retrovir 250mg Capsule (GlaxoSmithKline UK Ltd),Zidovudine,250mg,Capsule,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
38943,107711000001106,95889020,840,Medinol Paediatric paracetamol 120mg/5ml oral suspension (SSL International Plc),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
58582,596311000001101,04203020,9,Paracetamol 500mg tablets (Teva UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2014
53501,16172411000001108,04827020,1,Epilim Chrono 500 tablets (Lexon (UK) Ltd),Sodium valproate,500mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2013
32419,2848011000001109,54617020,35,Doxycycline 50mg capsules (Teva UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,February 2009
76477,11141611000001100,29091020,2,Depakote 125mg sprinkle gastro-resistant capsules (Imported (United States)),Valproate semisodium,125mg,Gastro-resistant capsule,Oral,04080100,Control Of Epilepsy,May 2019
53195,18576511000001108,04815020,2,Epilim Chrono 200 tablets (DE Pharmaceuticals),Sodium valproate,200mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2013
31209,754111000001102,48473020,384,Amiodarone 100mg tablets (A A H Pharmaceuticals Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009
63343,4933311000001104,14664020,0,Generic Crampex tablets,Colecalciferol/Calcium gluconate/Nicotinic acid,20microgram + 200mg + 20mg,Tablet,Oral,10020202,Other Muscle Relaxants,June 2015
61355,14201611000001100,05792020,0,Doxycycline 50mg capsules (Healthcare Pharma Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,October 2014
30780,34645001000027104,52300020,49,Methotrexate 2.5mg Tablet (Pharmacia Ltd),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,February 2009
26747,114225001000027100,62972020,18,Doxycycline 100mg Tablet (Neo Laboratories Ltd),Doxycycline Hyclate,100mg,Tablet,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
56818,11756011000001108,93017020,2,Revlimid 15mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd),Lenalidomide,15mg,Capsule,Oral,08020405,Lenalidomide And Thalidomide,August 2013
57433,17987211000001100,09672020,10,Boots Paracetamol Extra tablets (The Boots Company Plc),Paracetamol/Caffeine,500mg + 65mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,October 2013
21076,80535001000027100,58265020,26,Octovit Tablet (Goldshield Pharmaceuticals Ltd),Thiamine Nitrate/Vitamin A/Ascorbic Acid/Alpha Tocopheryl Acetate/Colecalciferol,,Tablet,Oral,09010101/09060700,Oral Iron/Multivitamin And Multimineral Preparations,February 2009
79703,12701511000001100,32785020,3,Mercaptopurine 50mg/5ml oral suspension,Mercaptopurine,10mg/1ml,Oral suspension,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,January 2020
23318,217765001000027100,81813020,4,Sinutab nightime Tablet (Warner Lambert UK Ltd),Paracetamol/Phenylpropanolamine Hydrochloride/Phenyltoloxamin,,Tablet,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2009
11614,322780008,85104020,5154,Paracetamol 500mg / Domperidone 10mg tablets,Paracetamol/Domperidone maleate,500mg + 10mg,Tablet,Oral,00000000,Unknown,February 2009
29418,193035001000027100,74561020,4,Dentomycin 2% w/v Dental gel (Wyeth Pharmaceuticals),Minocycline hydrochloride,20mg/1ml,Dental gel,Dental/Gingival,05010300/12030200,Tetracyclines/Oropharyngeal Anti-Infective Drugs,February 2009
823,41792011000001104,64502020,3254364,Methotrexate 2.5mg tablets,Methotrexate,2.5mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
34515,21611000001108,60186020,175,Amiodarone 200mg tablets (Viatris UK Healthcare Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009
5243,322250004,73001020,22221,Paracetamol 500mg suppositories,Paracetamol,500mg,Suppository,Rectal,04070100,Non-Opioid And Compound Analgesics,February 2009
1762,127375001000027100,64851020,46413,Dextropropoxyphene HCl with paracetamol 32.5mg with 325mg tablets,Dextropropoxyphene Hydrochloride/Paracetamol,32.5mg + 325mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
8360,19195001000027104,50439020,378,Neotigason 25mg Capsule (Roche Products Ltd),Acitretin,25mg,Capsule,Oral,13050200,Preparations For Psoriasis,February 2009
67793,9752611000001106,71911020,0,Amiodarone 100mg tablets (Milpharm Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,October 2016
56037,201811000001107,74394020,0,Methotrexate 2.5mg tablets (A A H Pharmaceuticals Ltd),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,August 2013
23652,20215001000027104,50573020,6,Mynah 200 Tablet (Wyeth Pharmaceuticals),Ethambutol Hydrochloride/Isoniazid,,Tablet,Oral,05010900,Antituberculosis Drugs,February 2009
2586,70875001000027104,57029020,7023,Disprol 120mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
58855,22011311000001104,47330020,192,Co-codamol 30mg/500mg capsules (Waymade Healthcare Plc),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2014
7450,133245001000027100,65567020,10,Pentazocine 15mg with paracetamol 500mg tablet,Paracetamol/Pentazocine Hydrochloride,500mg + 15mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
29488,394411000001102,49335020,10716,Co-codamol 8mg/500mg effervescent tablets (Zentiva Pharma UK Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
46898,19191911000001104,00471021,9438,Codipar 15mg/500mg capsules (Advanz Pharma),Paracetamol/Codeine phosphate,500mg + 15mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,March 2012
31196,932111000001102,56180020,1407,Paracetamol 500mg tablets (IVAX Pharmaceuticals UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
75375,10945001000027104,49373020,322,Co-proxamol 32.5/325 Tablet (Celltech Pharma Europe Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,March 2019
28598,240405001000027100,89020020,19,Paracetamol with dihydrocodeine 500mg +10mg/5ml suspension sugar free,Dihydrocodeine Tartrate/Paracetamol,500mg +10mg/5ml,Suspension Sugar-Free,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
4606,41954211000001104,66348020,7210,Pyrazinamide 500mg tablets,Pyrazinamide,500mg,Tablet,Oral,05010900,Antituberculosis Drugs,February 2009
8284,88675001000027100,59242020,274,Tetracycline 125mg/5ml syrup,Tetracycline Hydrochloride,125mg/5ml,Syrup,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
4195,552511000001100,69793020,140966,Epilim 100mg crushable tablets (Sanofi),Sodium valproate,100mg,Tablet,Oral,04080100,Control Of Epilepsy,February 2009
9462,136675001000027100,65988020,12862,Paracetamol 500mg with codeine phosphate 8mg effervescent tablet,Codeine Phosphate/Paracetamol,500mg + 8mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
82353,11118811000001100,12928020,0,Forceval capsules (Waymade Healthcare Plc),Zinc/Ascorbic acid/Biotin/Cyanocobalamin/Folic acid/Nicotinamide/Pantothenic acid/Pyridoxine/Riboflavin/Calcium/Chromium/Copper/Iodine/Iron/Ergocalciferol/Tocopheryl acetate/Selenium/Vitamin A/Thiamine/Magnesium/Manganese/Molybdenum/Potassium/Phosphorus,15mg + 60mg + 100microgram + 3microgram + 400microgram + 18mg + 4mg + 2mg + 1.6mg + 100mg + 200microgram + 2mg + 140microgram + 12mg + 400unit + 10mg + 50microgram + 2500unit + 1.2mg + 30mg + 3mg + 250microgram + 4mg + 77mg,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,January 2021
52020,15361911000001108,36208020,33,Isotretinoin 20mg tablets,Isotretinoin,20mg,Tablet,Oral,13060203,Oral Retinoids For Acne,January 2013
72131,30844311000001108,57310021,0,Paracetamol 500mg capsules (Mawdsley-Brooks & Company Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,May 2018
29342,118185001000027100,63572020,411,Co-codamol 8mg+500mg Tablet (M & A Pharmachem Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
