prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
34305,118785001000027100,63640020,147,Paracetamol 500mg Tablet (M & A Pharmachem Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
31499,136585001000027100,65980020,1,Paracetamol with aspirin tablet,Paracetamol/Aspirin,,Tablets,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
60812,24158311000001108,23713021,1518,Paracetamol 500mg caplets (Ethigen Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,August 2014
40980,15656211000001108,97284020,2318,Efracea 40mg modified-release capsules (Galderma (UK) Ltd),Doxycycline monohydrate,40mg,Modified-release capsule,Oral,05010300/13060000,Tetracyclines/Acne And Rosacea,December 2009
53973,2849911000001100,05789020,0,Doxycycline 50mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,March 2013
11325,204425001000027100,77473020,3129,Paracetamol 500mg with codeine phosphate 30 mg tablet,Codeine Phosphate/Paracetamol,500mg + 30mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
73804,34611011000001104,77473021,0,Co-codamol 15mg/500mg capsules (Galen Ltd),Paracetamol/Codeine phosphate,500mg + 15mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,November 2018
85512,38854911000001104,94839021,0,Co-codamol 8mg/500mg capsules (Medihealth (Northern) Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2022
71175,23285411000001100,20049021,7,Imnovid 2mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd),Pomalidomide,2mg,Capsule,Oral,08020400,Other Immunomodulating Drugs,December 2017
47508,19207211000001104,00245021,754,Codipar 15mg/500mg effervescent tablets (Advanz Pharma),Codeine phosphate/Paracetamol,15mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,July 2012
36019,118225001000027100,63577020,18,Co-dydramol 10mg+500mg Tablet (M & A Pharmachem Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
14688,136935001000027100,66014020,14138,Paracetamol 500mg with dihydrocodeine 10mg tablet,Dihydrocodeine Tartrate/Paracetamol,500mg + 10mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
17813,61415001000027104,55691020,937,Nicotinic acid 100mg Tablet,Nicotinic Acid,100mg,Tablet,Oral,02120500,Nicotinic Acid Group,February 2009
11945,30345001000027108,51785020,641,Syndol Tablet (SSL International Plc),Caffeine/Codeine Phosphate/Doxylamine Succinate/Paracetamol,,Tablet,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
12016,5395001000027107,48666020,576,Chymocyclar Capsule (Rorer Pharmaceuticals Ltd),Chymotrypsin/Tetracycline Hydrochloride/Trypsin,,Capsule,Oral,05010300,Tetracyclines,February 2009
3152,34305001000027100,52260020,3998,Vibramycin 100mg Dispersible tablet (Pfizer Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
63908,4481711000001105,14055020,0,Generic Beechams Flu-Plus caplets,Paracetamol/Caffeine/Phenylephrine hydrochloride,500mg + 25mg + 5mg,Tablet,Oral,03095000,Miscellaneous Cough & Cold Preparations,July 2015
67106,32474211000001104,66020021,3323,Co-codamol 30mg/500mg caplets (Wockhardt UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2016
38085,216195001000027100,81312020,66,Paracetamol 500mg with codeine phosphate 10mg capsule,Codeine Phosphate/Paracetamol,500mg + 10mg,Capsules,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34150,51755001000027110,54482020,72,Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd),Sodium valproate,200mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
50855,41741311000001104,09972020,787,Isotretinoin 40mg capsules,Isotretinoin,40mg,Capsule,Oral,13060203,Oral Retinoids For Acne,January 2013
41990,180555001000027100,72388020,357,Multivitamins with minerals Tablet,Pantothenic Acid/Ascorbic Acid/Calcium/Folic Acid/Iron/Nicotinic Acid/Riboflavin/Pyridoxine/Alpha Tocopherol/Vitamin A/Vitamin D/Thiamine/Vitamin B12,,Tablet,Oral,09060750,-,April 2010
6956,221795001000027100,83003020,494,Ocuvite Tablet (Intrapharm Laboratories Ltd),Zinc Oxide/Vitamin A/Ascorbic Acid/Alpha Tocopherol,,Tablet,Oral,09050400/09060700,Zinc/Multivitamin And Multimineral Preparations,February 2009
39194,783811000001103,95865020,1052,Rifinah 150mg/100mg tablets (Sanofi),Rifampicin/Isoniazid,150mg + 100mg,Tablet,Oral,05010900,Antituberculosis Drugs,April 2009
759,4325001000027106,48519020,10965,Calpol infant 120mg/5ml Liquid (McNeil Products Ltd),Paracetamol,120mg/5ml,Liquid,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
62743,11779711000001100,04246020,20,Boots Paracetamol 500mg capsules (The Boots Company Plc),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,April 2015
31894,137045001000027100,66028020,1,Safapryn -Co Tablet (Pfizer Ltd),Codeine Phosphate/Paracetamol/Aspirin,,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
65184,8673311000001102,20612020,13,Pyrazinamide 500mg/5ml oral suspension,Pyrazinamide,100mg/1ml,Oral suspension,Oral,05010900,Antituberculosis Drugs,January 2016
8885,220011000001104,75354020,1795,Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd),Sodium valproate,500mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
79352,14505001000027100,49879020,4,Isoniazid 100mg Tablet (C P Pharmaceuticals Ltd),Isoniazid,100mg,Tablet,Oral,05010900,Antituberculosis Drugs,December 2019
34468,194811000001109,59367020,18,Co-proxamol 32.5mg/325mg tablets (Sandoz Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
79404,85955001000027100,58847020,2,Doxycycline 50mg Capsule (Merck Generics (UK) Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,December 2019
9380,39700811000001104,53943020,55319,Minocycline 100mg capsules,Minocycline hydrochloride,100mg,Capsule,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,February 2009
77830,18456811000001104,00841020,0,Amiodarone 200mg tablets (Accord-UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,August 2019
20650,4930811000001101,73522020,69,Aspirin 300mg / Paracetamol 200mg dispersible tablets sugar free,Aspirin/Paracetamol,300mg + 200mg,Dispersible tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
32184,3994211000001100,73457020,2,Beechams Cold & Flu capsules (Haleon UK Ltd),Paracetamol/Caffeine/Phenylephrine hydrochloride,300mg + 25mg + 5mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
24445,175865001000027100,71659020,12,Paracetamol with promethazine hydrochloride tablet,Paracetamol/Promethazine Hydrochloride,,Tablets,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
33058,4766111000001107,86465020,374,Epival CR 500mg tablets (G.L. Pharma UK Ltd),Sodium valproate,500mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,February 2009
19228,236875001000027100,87401020,109,Oxandrolone 2.5mg Tablet,Oxandrolone,2.5mg,Tablet,Oral,06040300,Anabolic Steroids,February 2009
31257,17307511000001104,65801020,6496,Paracetamol 500mg caplets (Galpharm International Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
901,195225001000027100,74893020,372502,Calpol 120mg/5ml Liquid (Pfizer Consumer Healthcare Ltd),Paracetamol,120mg/5ml,Liquid,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
23841,137015001000027100,66025020,0,Safapryn Tablet (Pfizer Ltd),Paracetamol/Aspirin,,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
69131,21021411000001104,44138020,3,Generic Forceval Soluble tablets sugar free,Pyridoxine/Ergocalciferol/Ascorbic acid/Biotin/Nicotinamide/Pantothenic acid/Folic acid/Iron/Copper/Phosphorus/Calcium/Magnesium/Iodine/Potassium/Zinc/Manganese/Selenium/Chromium/Molybdenum/Cyanocobalamin/Thiamine/Alpha tocopheryl acetate/Vitamin A/Riboflavin,2mg + 400unit + 60mg + 100microgram + 18mg + 4mg + 400microgram + 12mg + 2mg + 51.5mg + 100mg + 30mg + 140microgram + 4mg + 15mg + 3mg + 50microgram + 200microgram + 250microgram + 3microgram + 1.2mg + 10mg + 2500unit + 1.6mg,Soluble tablet,Oral,09040251,Nutritional Supplements,April 2017
32035,233165001000027100,86099020,1,Paracetamol 240mg with phenylephrine 2.5mg sachet,Paracetamol/Phenylephrine Hydrochloride,240mg + 2.5mg,Sachets,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2009
800,42009511000001104,80053020,4181981,Co-codamol 30mg/500mg capsules,Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34229,63945001000027104,56031020,121,Co-codamol 8mg+500mg Dispersible tablet (Rhone-Poulenc Rorer Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
12869,125915001000027100,64646020,142,Metoclopramide with paracetamol 5mg + 500mg Sachets,Metoclopramide Hydrochloride/Paracetamol,5mg + 500mg,Sachets,Oral,04065500/04070401,Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine,February 2009
67578,23307411000001100,20067021,3,Revlimid 2.5mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd),Lenalidomide,2.5mg,Capsule,Oral,08020405,Lenalidomide And Thalidomide,September 2016
46763,8671111000001100,00513021,296,Paracetamol 500mg/5ml oral suspension,Paracetamol,100mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2012
34500,881011000001106,61746020,155,Paracetamol 500mg tablets (Kent Pharma (UK) Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
59986,24033511000001104,21777021,0,Co-codamol 30mg/500mg tablets (M & A Pharmachem Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,May 2014
33710,171811000001104,67294020,495614,Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
55129,21835911000001100,47319020,417,Paracetamol 500mg caplets (Waymade Healthcare Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,May 2013
72110,35108011000001104,79492021,896,Co-dydramol 30mg/500mg tablets (A A H Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,May 2018
66664,195795001000027100,75074020,1,Medised plain 120mg/5ml Oral suspension (SSL International Plc),Paracetamol,120mg/5ml,Oral Suspension,,04070100,Non-Opioid And Compound Analgesics,July 2016
34546,113555001000027100,62885020,1,Co-proxamol 32.5mg+325mg Tablet (Neo Laboratories Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
10993,183945001000027100,72976020,1275,Medinol 120mg/5ml Oral suspension (SSL International Plc),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
49951,20310611000001100,40579020,4,Methotrexate 2.5mg tablets (Sandoz Ltd),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,January 2013
1828,20445001000027100,50599020,5167,Mysteclin Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Nystatin/Tetracycline Hydrochloride,,Tablet,Oral,05010300/05020000,Tetracyclines/Antifungals,February 2009
76985,16036711000001108,36777020,5,Nicotinic acid 50mg capsules,Nicotinic acid,50mg,Capsule,Oral,02120500,Nicotinic Acid Group,July 2019
96,42009811000001104,80055020,16159575,Co-codamol 30mg/500mg tablets,Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
53984,21636411000001108,46685020,17263,Paracetamol 500mg/5ml oral suspension sugar free,Paracetamol,100mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,March 2013
20565,187345001000027100,73512020,80,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg capsule,Caffeine/Codeine Phosphate/Paracetamol,500mg+8mg+30mg,Capsules,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
61963,26855011000001104,29688021,1066,Paracetamol 500mg caplets (Ennogen Healthcare Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2015
6535,41950911000001104,56025020,19691,Isoniazid 100mg tablets,Isoniazid,100mg,Tablet,Oral,05010900,Antituberculosis Drugs,February 2009
41281,7553411000001106,87780020,0,Carmustine 7.7mg implant,Carmustine,7.7mg,Implant,Intralesional,08010100,Alkylating Drugs,February 2010
71393,13003811000001108,33446020,1,Oxytetracycline 125mg/5ml oral suspension,Oxytetracycline dihydrate,25mg/1ml,Oral suspension,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,January 2018
56945,21838811000001100,47321020,0,Paracetamol 500mg soluble tablets (Waymade Healthcare Plc),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,August 2013
14627,322804009,70535020,2810,Paracetamol 325mg / Isometheptene 65mg capsules,Paracetamol/Isometheptene mucate,325mg + 65mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
30081,142645001000027100,66876020,181,Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd),Sodium Valproate,500mg,Tablet,Oral,04080100,Control Of Epilepsy,February 2009
4584,41882711000001104,66925020,33505,Testosterone 40mg capsules,Testosterone undecanoate,40mg,Capsule,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
34409,47855001000027104,54028020,144,Paracetamol 500mg Tablet (Co-operative),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
3417,387711000001102,51368020,22942,Restandol 40mg capsules (Organon Laboratories Ltd),Testosterone undecanoate,40mg,Capsule,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
48597,835911000001102,04205020,23997,Paracetamol 500mg caplets (Alliance Healthcare (Distribution) Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
41137,251925001000027100,95189020,24,Sodium valproate with valproic acid 100mg modified release granules,Sodium Valproate,100mg,Modified Release Granules,Oral,04080100,Control Of Epilepsy,January 2010
17917,18515001000027104,50341020,438,Dihydrocodeine with paracetamol 20mg with 500mg effervescent tablets,Dihydrocodeine Tartrate/Paracetamol,20mg + 500mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
41278,170211000001106,57801020,479,Co-dydramol 10mg/500mg tablets (IVAX Pharmaceuticals UK Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2010
3542,31065001000027108,51872020,4793,Terra-cortril Ear drops (Pfizer Ltd),Hydrocortisone Acetate/Oxytetracycline Hydrochloride/Polymyxin B Sulphate,,Ear Drops,Auricular,12010100,Drugs Acting On The Ear - Otitis Externa,February 2009
3724,3359711000001105,84215020,88489,Migraleve Yellow tablets (McNeil Products Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
19084,4761211000001109,82542020,59,Pharmaton Vitality capsules (Sanofi),Ginseng standardised extract/Colecalciferol/Alpha tocopheryl acetate/Thiamine nitrate/Riboflavin/Pyridoxine hydrochloride/Cyanocobalamin/Biotin/Nicotinamide/Ascorbic acid/Folic acid/Copper sulfate anhydrous/Sodium selenite/Magnesium sulfate dried/Ferrous sulfate dried/Zinc sulfate monohydrate/Calcium hydrogen phosphate anhydrous/Lecithin/Vitamin A palmitate,40mg + 200unit + 10mg + 1.4mg + 1.6mg + 2mg + 1microgram + 150microgram + 18mg + 60mg + 100microgram + 2mg + 50microgram + 10mg + 10mg + 1mg + 100mg + 100mg + 2667unit,Capsule,Oral,09040251,Nutritional Supplements,February 2009
656,360311000001104,68282020,1288070,Tylex 30mg/500mg capsules (UCB Pharma Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
31955,867411000001107,59006020,5,Flutamide 250mg tablets (Viatris UK Healthcare Ltd),Flutamide,250mg,Tablet,Oral,08030402,Prostate Cancer,February 2009
62778,23439711000001104,20339021,1,Tramacet 37.5mg/325mg tablets (Waymade Healthcare Plc),Paracetamol/Tramadol hydrochloride,325mg + 37.5mg,Tablet,Oral,04070200,Opioid Analgesics,April 2015
1640,232711000001100,53130020,712912,Kapake 30mg/500mg tablets (Galen Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
9163,62925001000027104,55875020,1619,Remedeine 20mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd),Dihydrocodeine Tartrate/Paracetamol,20mg+500mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
27452,488611000001100,50180020,3110,Paracetamol 500mg soluble tablets (Zentiva Pharma UK Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
42791,7259811000001100,68530020,2543,Co-codamol 30mg/500mg tablets (Sandoz Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,July 2010
36849,8665011000001105,93912020,489,Methotrexate 10mg/5ml oral suspension,Methotrexate,2mg/1ml,Oral suspension,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
42706,10898611000001100,91720020,6,Feminax Period Pain capsules (Bayer Plc),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,June 2010
48856,21020011000001104,44139020,33966,Forceval Soluble tablets (Alliance Pharmaceuticals Ltd),Pyridoxine/Ergocalciferol/Ascorbic acid/Biotin/Nicotinamide/Pantothenic acid/Folic acid/Iron/Copper/Phosphorus/Calcium/Magnesium/Iodine/Potassium/Zinc/Manganese/Selenium/Chromium/Molybdenum/Cyanocobalamin/Thiamine/Alpha tocopheryl acetate/Vitamin A/Riboflavin,2mg + 400unit + 60mg + 100microgram + 18mg + 4mg + 400microgram + 12mg + 2mg + 51.5mg + 100mg + 30mg + 140microgram + 4mg + 15mg + 3mg + 50microgram + 200microgram + 250microgram + 3microgram + 1.2mg + 10mg + 2500unit + 1.6mg,Soluble tablet,Oral,09040251,Nutritional Supplements,January 2013
72269,10194111000001108,28095020,1,Thalidomide 100mg tablets,Thalidomide,100mg,Tablet,Oral,05011000/08020405,Antileprotic Drugs/Lenalidomide And Thalidomide,May 2018
39020,489211000001107,95863020,6918,Rifinah 300mg/150mg tablets (Sanofi),Rifampicin/Isoniazid,300mg + 150mg,Tablet,Oral,05010900,Antituberculosis Drugs,February 2009
86852,40439211000001104,01322022,0,Co-codamol 15mg/500mg effervescent tablets sugar free (A A H Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,15mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2022
4600,101165001000027100,61193020,38,Chlormezanone with paracetamol tablets,Chlormezanone/Paracetamol,,Tablets,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
32190,405511000001106,56514020,1,Flutamide 250mg tablets (A A H Pharmaceuticals Ltd),Flutamide,250mg,Tablet,Oral,08030402,Prostate Cancer,February 2009
25109,7948211000001109,79331020,11,Veganin tablets (Omega Pharma Ltd),Caffeine/Codeine phosphate/Paracetamol,30mg + 8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
21828,2848211000001104,51713020,1101,Demix 50 capsules (Ashbourne Pharmaceuticals Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
9271,218945001000027100,82145020,472,Paracetamol 125mg/5ml syrup,Paracetamol,125mg/5ml,Syrup,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
24527,227185001000027100,84585020,27,Vitamins a & d with other vitamins & minerals capsules,Zinc Oxide/Lecithin/Nicotinamide/Calcium Phosphate/Inositol/Potassium Sulphate/Cobalt Sulphate/Copper Sulphate/Lysine Acetylsalicylate/Adenosine/Biotin/Choline Hydrogen Tartrate/Cyanocobalamin/Dexpanthenol/Pyridoxine Hydrochloride/Rutoside/Thiamine Nitrate/Vitamin A/Ethyl Linoleate/Sodium Molybdate/Magnesium Glycerophosphate/Ferrous Sulphate/Ascorbic Acid/Riboflavin/Alpha Tocopherol/Colecalciferol/Folic Acid/Manganese Sulphate/Orotic Acid Anhydrous,,Capsules,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
39427,251975001000027100,95195020,45,Sodium valproate with valproic acid 750mg modified release granules,Sodium Valproate,750mg,Modified Release Granules,Oral,04080100,Control Of Epilepsy,April 2009
40395,119011000001103,56314020,72,Sodium valproate 100mg tablets (Viatris UK Healthcare Ltd),Sodium valproate,100mg,Tablet,Oral,04080100,Control Of Epilepsy,September 2009
46132,3642711000001108,73908020,92,Vitamins A and D capsules BPC 1973 (A A H Pharmaceuticals Ltd),Vitamin A/Vitamin D,4000unit + 400unit,Capsule,Oral,09060100/09060400,Vitamin A/Vitamin D,September 2011
14655,165935001000027100,70241020,3,Paracetamol 500mg with phenylpropanolamine 12.5 mg tablet,Paracetamol/Phenylpropanolamine Hydrochloride,500mg + 12.5mg,Tablets,Oral,03090200/04070100,Demulcent And Expectorant Cough Preparations/Non-Opioid And Compound Analgesics,February 2009
3073,4638811000001102,73380020,246,Paracetamol 500mg / Pseudoephedrine hydrochloride 60mg tablets,Paracetamol/Pseudoephedrine hydrochloride,500mg + 60mg,Tablet,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
34861,468511000001102,56086020,24,Paracetamol 120mg suppositories (Martindale Pharmaceuticals Ltd),Paracetamol,120mg,Suppository,Rectal,04070100,Non-Opioid And Compound Analgesics,February 2009
1862,159945001000027100,69389020,38734,Paracetamol 500mg/5ml oral suspension sugar free,Paracetamol,500mg/5ml,Suspension Sugar-Free,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
84906,39071411000001104,95481021,2,Paracetamol 500mg caplets (Medihealth (Northern) Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,October 2021
56076,19977911000001108,39721020,33,Sodium valproate 500mg/5ml oral suspension,Sodium valproate,100mg/1ml,Oral suspension,Oral,04080100,Control Of Epilepsy,August 2013
11,42010611000001104,62553020,12338998,Co-dydramol 10mg/500mg tablets,Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
46987,204765001000027100,77582020,2,Co-codamol 15mg+500mg Tablet (Hillcross Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,15mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,March 2012
9281,195385001000027100,74928020,22087,Sodium valproate with valproic acid 200mg modified release tablets,Sodium Valproate,200mg,Modified Release Tablet,Oral,04080100,Control Of Epilepsy,February 2009
7072,3805611000001109,78380020,2200296,Co-codamol 15mg/500mg tablets,Codeine phosphate/Paracetamol,15mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
88792,29918911000001100,52781021,0,Methotrexate 2.5mg tablets (Sigma Pharmaceuticals Plc),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,September 2023
50482,13583011000001102,04212020,0,Paracetamol 500mg tablets (DE Pharmaceuticals),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
58288,22633711000001108,16709021,0,Co-codamol 30mg/500mg capsules (DE Pharmaceuticals),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,December 2013
64368,27009811000001100,29690021,2,Paracetamol 500mg / Dihydrocodeine 30mg tablets (Icarus Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2015
81327,41948411000001104,92109021,268,Doxycycline 100mg tablets,Doxycycline hyclate,100mg,Tablet,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,July 2020
19982,8796611000001103,87500020,1218,Mercaptopurine 10mg capsules,Mercaptopurine,10mg,Capsule,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,February 2009
72288,35215611000001104,79771021,2138,Paracetamol 500mg caplets (Accord-UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,May 2018
79878,24580711000001104,26704021,1,Generic Healthy Start Children's Vitamin drops,Vitamin A/Sodium ascorbate/Vitamin A and D3 concentrate/Vitamin D/Ascorbic acid,5000iu/1ml + 18.58mg/1ml + .55mg/1ml + 2000iu/1ml + 150mg/1ml,Oral drops,Oral,09060700,Multivitamin And Multimineral Preparations,February 2020
86547,38741511000001104,94308021,0,Co-codamol 8mg/500mg effervescent tablets sugar free (A A H Pharmaceuticals Ltd),Paracetamol/Codeine phosphate,500mg + 8mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2022
