prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
19141,392511000001108,61726020,5185,Prednisolone 5mg soluble tablets (Advanz Pharma),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
82745,12555211000001108,32210020,1,Hydrocortisone 50mg/5ml oral suspension,Hydrocortisone,10mg/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,January 2021
63066,28808611000001100,46603021,78743,Prednisolone 2.5mg tablets,Prednisolone,2.5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),May 2015
71404,10528411000001108,06576020,2,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc),Dexamethasone sodium phosphate,400microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,January 2018
70603,28937511000001104,48867021,8,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),November 2017
60064,24350911000001104,23637021,783,Dexamethasone 10mg/5ml oral solution sugar free,Dexamethasone sodium phosphate,2mg/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,May 2014
10050,904311000001101,56886020,96245,Uniroid HC suppositories (Chemidex Pharma Ltd),Cinchocaine hydrochloride/Hydrocortisone,5mg + 5mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
55480,17999311000001104,06621020,1,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Labs Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),June 2013
16583,306011000001103,91322020,139610,Kenalog Intra-articular / Intramuscular 40mg/1ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),Triamcinolone acetonide,40mg/1ml,Suspension for injection,Intraarticular/Intramuscular,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
4535,325374007,63492020,83840,Hydrocortisone 20mg tablets,Hydrocortisone,20mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
51824,20093511000001108,40205020,94,Hydrocortisone 5mg/5ml oral suspension sugar free,Hydrocortisone,1mg/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,January 2013
3418,325373001,63491020,733671,Hydrocortisone 10mg tablets,Hydrocortisone,10mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
87505,40938611000001104,03346022,0,Dexamethasone 500microgram tablets (Genesis Pharmaceuticals Ltd),Dexamethasone,500microgram,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,January 2023
57716,3391311000001100,11449020,92,Generic Anusol HC suppositories,Bismuth oxide/Zinc oxide/Peru Balsam/Hydrocortisone acetate/Bismuth subgallate/Benzyl benzoate,24mg + 296mg + 49mg + 10mg + 59mg + 33mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,October 2013
66550,255211000001101,06622020,0,Prednisolone 5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),June 2016
54118,13079611000001102,33915020,3,Prednisolone 25mg/5ml oral suspension,Prednisolone,5mg/1ml,Oral suspension,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,March 2013
33990,65425001000027104,56243020,798,Prednisolone 5mg Tablet (IVAX Pharmaceuticals UK Ltd),Prednisolone,5mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
75461,20011611000001108,39902020,9,Prednisolone 20mg/application foam enema (A A H Pharmaceuticals Ltd),Prednisolone sodium metasulfobenzoate,20mg/1application,Rectal foam,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,April 2019
8261,4051911000001105,64591020,64,Medrone 16mg tablets (Pfizer Ltd),Methylprednisolone,16mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
61132,14786411000001104,06605020,0,Prednisolone 1mg tablets (Boston Healthcare Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),September 2014
71106,11104811000001106,06596020,181,Depo-Medrone 40mg/1ml suspension for injection vials (Waymade Healthcare Plc),Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,December 2017
186,325365005,62323020,1464,Dexamethasone 500micrograms/5ml oral solution,Dexamethasone,100microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,February 2009
30244,144925001000027100,67173020,1005,Triamcinolone acetonide 40mg/ml injection,Triamcinolone Acetonide,40mg/ml,Injection,,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
61413,24606111000001100,26806021,652,Anusol Soothing Relief suppositories (Church & Dwight UK Ltd),Bismuth oxide/Zinc oxide/Peru Balsam/Hydrocortisone acetate/Bismuth subgallate/Benzyl benzoate,24mg + 296mg + 49mg + 10mg + 59mg + 33mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,October 2014
86201,40306711000001104,00828022,17,Dexamethasone 10mg soluble tablets sugar free,Dexamethasone sodium phosphate,10mg,Soluble tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,June 2022
71926,11714611000001100,29769020,2,Dexamethasone 1.25mg/5ml oral suspension,Dexamethasone,250microgram/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,April 2018
24014,53555001000027104,54731020,867,Ledercort 2mg Tablet (Wyeth Pharmaceuticals),Triamcinolone Acetonide,2mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
75064,35699311000001104,82220021,128,Alkindi 0.5mg granules in capsules for opening (Diurnal Ltd),Hydrocortisone,500microgram,Granules,Oral,06030200,Glucocorticoid Therapy,February 2019
955,39722711000001104,74386020,677563,Prednisolone 5mg soluble tablets,Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
73216,35574111000001104,81384021,195,Dexamethasone 8mg tablets,Dexamethasone,8mg,Tablet,Oral,06030200,Glucocorticoid Therapy,September 2018
35349,36034811000001110,92103020,7019,Methylprednisolone acetate 80mg/2ml suspension for injection vials,Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
34461,380011000001100,57098020,220,Prednisolone 2.5mg gastro-resistant tablets (Accord-UK Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
47598,4043411000001100,72102020,1,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),Dexamethasone sodium phosphate,4mg/1ml,Solution for injection,Rectal/Intramuscular/Subcutaneous/Intrabursal/Intravenous/Intraarticular,06030200,Glucocorticoid Therapy,August 2012
21417,876911000001107,50409020,253,Prednisolone 5mg tablets (A A H Pharmaceuticals Ltd),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
68673,32502211000001108,66048021,17,Fludrocortisone 100microgram tablets (A A H Pharmaceuticals Ltd),Fludrocortisone acetate,100microgram,Tablet,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,January 2017
14958,35921511000001104,91302020,3360,Triamcinolone acetonide 10mg/1ml suspension for injection ampoules,Triamcinolone acetonide,10mg/1ml,Suspension for injection,Intraarticular/Intradermal,10010202,Local Corticosteroid Injections,February 2009
85268,39934011000001104,98973021,253,Hydrocortisone 2.5mg tablets,Hydrocortisone,2.5mg,Tablet,Oral,06030200,Glucocorticoid Therapy,December 2021
557,325442004,71488020,1603501,Prednisolone 2.5mg gastro-resistant tablets,Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
74095,8515311000001100,19913020,207,Fludrocortisone 100micrograms/5ml oral suspension,Fludrocortisone acetate,20microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,December 2018
79091,13078311000001100,33895020,1,Prednisolone 1.5mg/5ml oral solution,Prednisolone,300microgram/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,December 2019
58000,9807911000001104,71574020,265,Prednisolone 5mg tablets (Almus Pharmaceuticals Ltd),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),December 2013
55024,13133111000001100,34075020,134,Prednisolone 5mg/5ml oral solution,Prednisolone,1mg/1ml,Oral solution,Oral,03020000/06030200/10010201,Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),May 2013
72449,8515711000001101,19921020,171,Fludrocortisone 250micrograms/5ml oral suspension,Fludrocortisone acetate,50microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,July 2018
56940,22153811000001100,14717021,1786,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules,Dexamethasone sodium phosphate,3.3mg/1ml,Solution for injection,Subconjunctival/Infiltration/Subcutaneous/Intramuscular/Intrabursal/Intraarticular/Intralesional/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,August 2013
80531,19532111000001104,78396020,10,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),Dexamethasone sodium phosphate,3.3mg/1ml,Solution for injection,Subconjunctival/Subcutaneous/Intralesional/Intrabursal/Intraarticular/Intramuscular/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,April 2020
15016,145085001000027100,67195020,138,Triamcinolone hexacetonide 5mg/ml Injection,Triamcinolone Hexacetonide,5mg/ml,Injection,,10010202,Local Corticosteroid Injections,February 2009
51849,12540711000001108,32190020,8,Hydrocortisone 1mg/5ml oral suspension,Hydrocortisone,200microgram/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,January 2013
86878,40000311000001110,99839021,10,Efmody 10mg modified-release capsules (Diurnal Ltd),Hydrocortisone,10mg,Modified-release capsule,Oral,06030200,Glucocorticoid Therapy,October 2022
75019,35775611000001108,82215021,104,Hydrocortisone 1mg granules in capsules for opening,Hydrocortisone,1mg,Granules,Oral,06030200,Glucocorticoid Therapy,February 2019
57856,4562411000001104,14130020,4,Triamcinolone hexacetonide 20mg/1ml suspension for injection vials,Triamcinolone hexacetonide,20mg/1ml,Suspension for injection,Intraarticular,00000000,Unknown,December 2013
1432,34775001000027108,52314020,38308,Xyloproct Suppository (AstraZeneca UK Ltd),Lidocaine/Hydrocortisone Acetate,,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
85034,38790211000001104,94896021,1,Fludrocortisone 100microgram tablets (Aspen Pharma Trading Ltd),Fludrocortisone acetate,100microgram,Tablet,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,December 2021
23511,4393011000001100,56343020,82,Solu-Medrone 40mg powder and solvent for solution for injection vials (Pfizer Ltd),Methylprednisolone sodium succinate,40mg,Powder and solvent for solution for injection,Intramuscular/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
4943,37084211000001104,75320020,35984,Dexamethasone 2mg/5ml oral solution sugar free,Dexamethasone sodium phosphate,400microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,February 2009
51722,8581611000001105,20239020,2674,Hydrocortisone 5mg/5ml oral suspension,Hydrocortisone,1mg/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,January 2013
29333,85511000001101,50400020,1559,Prednisolone 5mg tablets (Accord-UK Ltd),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
20095,79935001000027100,58192020,442,Precortisyl forte 25mg Tablet (Aventis Pharma),Prednisolone,25mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
2615,9695001000027108,49217020,5595,Efcortesol 100mg/ml Injection (Sovereign Medical Ltd),Hydrocortisone Sodium Phosphate,100mg/ml,Injection,Intravenous Injection,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
35156,36034411000001104,92067020,15291,Methylprednisolone 40mg/1ml / Lidocaine 10mg/1ml (1%) suspension for injection vials,Methylprednisolone acetate/Lidocaine hydrochloride,40mg/1ml + 10mg/1ml,Suspension for injection,Intraarticular/Intrabursal/Periarticular,10010202,Local Corticosteroid Injections,February 2009
60120,3292011000001100,06571020,3,Dexamethasone 2mg tablets (Alliance Healthcare (Distribution) Ltd),Dexamethasone,2mg,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,June 2014
78335,11714811000001102,29773020,1,Dexamethasone 1.5mg/5ml oral suspension,Dexamethasone,300microgram/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,November 2019
3651,116865001000027100,63381020,1566,Solu-cortef 100mg/vial Injection (Pharmacia Ltd),Hydrocortisone Sodium Succinate,100mg/vial,Injection,Intravenous Injection,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
66200,32071811000001108,62211021,5031,Dexamethasone 2mg soluble tablets sugar free,Dexamethasone sodium phosphate,2mg,Soluble tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,May 2016
8306,36021411000001108,66172020,1105,Prednisolone 25mg/1ml suspension for injection ampoules,Prednisolone acetate,25mg/1ml,Suspension for injection,Intraarticular/Intramuscular/Periarticular,08020200/10010201/10010202,Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Local Corticosteroid Injections,February 2009
33988,111525001000027100,62621020,3,Prednisolone 5mg Tablet (Co-Pharma Ltd),Prednisolone,5mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
34915,3287811000001105,53489020,46,Dexamethasone 500microgram tablets (Organon Laboratories Ltd),Dexamethasone,500microgram,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,February 2009
28375,858811000001104,50410020,886,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
21668,78245001000027100,58005020,6,Decadron shock pak 20 20mg/ml Shock pack (Merck Sharp & Dohme Ltd),Dexamethasone Sodium Phosphate,20mg/ml,Shock Pack,,06030200,Glucocorticoid Therapy,February 2009
58384,9807711000001108,71571020,146,Prednisolone 1mg tablets (Almus Pharmaceuticals Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),December 2013
77821,36595311000001104,85410021,158,Hydrocortisone 10mg soluble tablets sugar free,Hydrocortisone sodium phosphate,10mg,Soluble tablet,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,August 2019
50026,35921611000001104,06636020,66,Triamcinolone acetonide 40mg/1ml suspension for injection pre-filled syringes,Triamcinolone acetonide,40mg/1ml,Suspension for injection,Intramuscular,00000000,Unknown,January 2013
8108,36056711000001104,69573020,30524,Hydrocortisone acetate 25mg/1ml suspension for injection ampoules,Hydrocortisone acetate,25mg/1ml,Suspension for injection,Intraarticular/Periarticular,10010202,Local Corticosteroid Injections,February 2009
73678,30114311000001108,53567021,0,Prednisolone 5mg gastro-resistant tablets (DE Pharmaceuticals),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),November 2018
75729,20092311000001108,40206020,15,Hydrocortisone 5mg/5ml oral suspension sugar free (Special Order),Hydrocortisone,1mg/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,April 2019
68497,22452711000001104,15684021,0,Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),December 2016
52396,8429111000001103,19597020,7,Dexamethasone 1mg/5ml oral solution,Dexamethasone,200microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,January 2013
49498,13893711000001102,35237020,359,Hydrocortisone sodium succinate 100mg powder for solution for injection vials,Hydrocortisone sodium succinate,100mg,Powder for solution for injection,Intramuscular/Intravenous,06030200,Glucocorticoid Therapy,January 2013
35154,36034511000001104,92059020,14338,Methylprednisolone 80mg/2ml / Lidocaine 20mg/2ml (1%) suspension for injection vials,Methylprednisolone acetate/Lidocaine hydrochloride,40mg/1ml + 10mg/1ml,Suspension for injection,Intraarticular/Intrabursal/Periarticular,10010202,Local Corticosteroid Injections,February 2009
80396,11715711000001108,29791020,1,Dexamethasone 20mg/5ml oral suspension,Dexamethasone,4mg/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,April 2020
33132,36034711000001104,92101020,17432,Methylprednisolone acetate 40mg/1ml suspension for injection vials,Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
78144,17917211000001102,06635020,0,Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd),Prednisolone,25mg,Tablet,Oral,01050200/03020000/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),October 2019
36055,191525001000027100,74310020,2,Dexamethasone 2mg Tablet (Hillcross Pharmaceuticals Ltd),Dexamethasone,2mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
64221,432224007,11092020,39,Prednisolone 5mg/5ml oral suspension,Prednisolone,1mg/1ml,Oral suspension,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,September 2015
1567,3050211000001109,70691020,102859,Colifoam 10% aerosol (Viatris UK Healthcare Ltd),Hydrocortisone acetate,100mg/1gram,Rectal foam,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,February 2009
86604,40609211000001104,01971022,82,Hydrocortisone 10mg dispersible tablets sugar free,Hydrocortisone,10mg,Dispersible tablet,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,August 2022
2581,2948311000001104,79417020,16738,Anusol Plus HC suppositories (Church & Dwight UK Ltd),Bismuth oxide/Zinc oxide/Peru Balsam/Hydrocortisone acetate/Bismuth subgallate/Benzyl benzoate,24mg + 296mg + 49mg + 10mg + 59mg + 33mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
35453,4052611000001105,92434020,7271,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules,Dexamethasone sodium phosphate,3.3mg/1ml,Solution for injection,Subconjunctival/Subcutaneous/Intralesional/Intrabursal/Intraarticular/Intramuscular/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
58047,16036211000001100,36769020,65,Hydrocortisone 100mg suppositories,Hydrocortisone,100mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,December 2013
13397,4195311000001108,64582020,267,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials,Methylprednisolone sodium succinate,1gram,Powder and solvent for solution for injection,Intravenous/Intramuscular,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
25272,25615001000027104,51208020,1366,Precortisyl 1mg Tablet (Hoechst Marion Roussel),Prednisolone,1mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
76020,779211000001109,06616020,0,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),May 2019
41515,110811000001100,55527020,2983,Prednisolone 5mg tablets (Teva UK Ltd),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),March 2010
10683,4051211000001101,64589020,1970,Medrone 2mg tablets (Pfizer Ltd),Methylprednisolone,2mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
29112,3960211000001106,83661020,84,Calcort 30mg tablets (Shire Pharmaceuticals Ltd),Deflazacort,30mg,Tablet,Oral,00000000,Unknown,February 2009
58592,21494911000001104,46190020,708,Plenadren 20mg modified-release tablets (Takeda UK Ltd),Hydrocortisone,20mg,Modified-release tablet,Oral,06030200,Glucocorticoid Therapy,January 2014
6805,38753811000001104,69637020,46721,Prednisolone 20mg/application foam enema,Prednisolone sodium metasulfobenzoate,20mg/1application,Rectal foam,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,February 2009
