prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,steroid_code,steroid_code2,aap_code
11821,9044211000001100,88877020,3648,Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
16425,4176911000001105,86496020,6935,Risperidone 37.5mg powder and solvent for suspension for injection vials,Risperidone,37.5mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
68297,32867811000001108,69851021,120,Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,200mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,December 2016,0,0,1
85173,39834611000001104,98837021,2,Risperdal 1mg/ml oral solution (CST Pharma Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2021,0,0,1
75649,33568811000001104,70702021,349,Brancico XL 300mg tablets (Zentiva Pharma UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2019,0,0,1
5927,134517009,85994020,92493,Amisulpride 400mg tablets,Amisulpride,400mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
85639,14771611000001104,76020020,0,Risperidone 6mg tablets (Wockhardt UK Ltd),Risperidone,6mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2022,0,0,1
71481,28380611000001100,43124021,7,Aripiprazole 10mg tablets (Alliance Healthcare (Distribution) Ltd),Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2018,0,0,1
77605,11751011000001100,93749020,30,Invega 9mg modified-release tablets (Janssen-Cilag Ltd),Paliperidone,9mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2019,0,0,1
75427,21871311000001100,47261020,68,Quetiapine 25mg tablets (Waymade Healthcare Plc),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2019,0,0,1
78609,20161911000001104,40632020,0,Quetiapine 300mg tablets (Teva UK Ltd),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2019,0,0,1
38010,10664911000001106,91147020,149,Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,15mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
84248,37687211000001104,89968021,1,Zaponex 12.5mg orodispersible tablets (Leyden Delta B.V.),Clozapine,12.5mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2021,0,0,1
73185,32879111000001104,69852021,183,Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes,Paliperidone palmitate,200mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,September 2018,0,0,1
65671,31078311000001104,60698021,206,Aripiprazole 5mg tablets (Zentiva Pharma UK Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2016,0,0,1
18013,340911000001108,85213020,9776,Seroquel 100mg tablets (Luye Pharma Ltd),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
46871,13011711000001100,00447021,345,Quetiapine 12.5mg/5ml oral suspension,Quetiapine fumarate,2.5mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2012,0,0,1
14813,4111000001106,85216020,4454,Seroquel 150mg tablets (AstraZeneca UK Ltd),Quetiapine fumarate,150mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47302,8839511000001103,88806020,394,Zaponex 100mg tablets (Leyden Delta B.V.),Clozapine,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2012,0,0,1
37717,11763211000001100,93739020,700,Paliperidone 3mg modified-release tablets,Paliperidone,3mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
84742,19588311000001108,03572020,7,Zalasta 10mg tablets (Krka UK Ltd),Olanzapine,10mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,October 2021,0,0,1
631,526611000001101,77749020,42325,Risperdal 500microgram tablets (Janssen-Cilag Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
70907,17441511000001104,03602020,0,Seroquel 25mg tablets (Mawdsley-Brooks & Company Ltd),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2017,0,0,1
63049,28400211000001108,44732021,29561,Biquelle XL 50mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2015,0,0,1
69674,14015811000001108,35324020,32,Olanzapine 2.5mg/5ml oral solution,Olanzapine,500microgram/1ml,Oral solution,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,June 2017,0,0,1
17958,3830311000001101,72576020,1580,Clozaril 25mg tablets (Viatris UK Healthcare Ltd),Clozapine,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
38906,426401009,94791020,157955,Quetiapine 300mg modified-release tablets,Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
4876,321637007,85992020,312052,Amisulpride 50mg tablets,Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
76308,32696011000001104,68981021,2,Olanzapine 15mg/5ml oral solution,Olanzapine,3mg/1ml,Oral solution,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,May 2019,0,0,1
69836,13587111000001108,35074020,4,Quetiapine 400mg/5ml oral suspension,Quetiapine fumarate,80mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2017,0,0,1
36116,11763311000001108,93741020,1363,Paliperidone 6mg modified-release tablets,Paliperidone,6mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
65174,20366611000001104,41446020,6,Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2016,0,0,1
16768,24311000001100,85999020,2241,Solian 50 tablets (Sanofi),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
